ind_hhh,Industry
C,C. INDUSTRIA MANUFACTURERA
F,F. CONSTRUCCIÓN
G,G. VENTA POR MAYOR Y POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
11042,"11042. Elaboración de aguas minerales, tónicas y otras aguas envasadas"
01442,01442. Cría de ganado caprino
46442,46442. Venta por mayor de productos de perfumería y de belleza
47742,47742. Venta por menor de artículos de joyería y bisutería
23942,23942. Fabricación de cal y yeso
01462,01462. Producción de huevos
01272,01272. Cultivo de cacao
47772,"47772. Venta por menor de plantas, semillas, abonos y fertilizantes"
01282,01282. Cultivo de hoja de coca
96092,96092. Servicios para animales domésticos
17092,"17092. Fabricación de papel para imprimir, escribir y otros papeles listos para su utilización"
82192,"82192. Servicio de transcripción (taquigrafía, mecanografía)"
93192,"93192. Actividades por cuenta propia de deportistas, árbitros, jueces y cronometradores"
64192,64192. Servicios de cooperativas de ahorro y crédito
52292,52292. Servicios de tramitación de formalidades de aduana o agencias despachantes de aduana
93292,"93292. Actividades de juegos electrónicos, mecánicos accionados con fichas"
95292,"95292. Reparación de bicicletas, triciclos y similares"
07292,07292. Extracción de metales preciosos
77292,"77292. Alquiler de utensilios de cocina, vajilla, muebles y otros artículos de uso doméstico"
01492,01492. Cría de conejos cuyes y castilla
85492,85492. Escuelas de modelaje
46492,"46492. Venta por mayor de juegos, juguetes y artículos de cotillón"
46592,46592. Venta por mayor de maquinaria y equipo de la industria manufacturera
46692,46692. Venta por mayor de abonos y productos químicos de uso agrícola
47792,"47792. Venta por menor de libros, revistas y similares usados"
13992,"13992. Fabricación de encajes, tules y bordados en piezas, tiras o motivos decorativos"
74992,74992. Otras actividades especializadas de carácter técnico
94992,94992. Organizaciones que promueven el desarrollo comunitario y cívico
25992,"25992. Fabricación de artículos de alambre, clavos, tornillos, arandelas, pernos y otros"
86992,86992. Servicios de diagnóstico por imagen
14103,"14103. Fabricación de ropa de trabajo, uniformes y guardapolvos"
74103,74103. Actividades de decorado de interiores
55103,55103. Servicios de hostales
08103,08103. Extracción de arenas
45203,45203. Mantenimiento de neumáticos
86203,86203. Consultorios odontológicos
10303,"10303. Elaboración de pulpas, jaleas, dulces y mermeladas obtenidos por cocción"
85303,85303. Educación superior de especialización y postgrado
46303,"46303. Venta por mayor de huevos, aceites y grasas comestibles"
56303,"56303. Expendio de jugos y bebidas en puestos fijos, móviles y ambulantes"
10503,10503. Elaboración de quesos
61903,61903. Servicios de mantenimiento en redes de telecomunicación
90013,"90013. Actividades de músicos, orquestas, bandas y sus directores"
01113,01113. Cultivo de semillas oleaginosas
84113,84113. Actividades de los Gobiernos Departamentales Autónomos
47113,"47113. Venta por menor en tiendas de barrio con surtido compuesto principalmente de alimentos, bebidas y tabaco"
47213,"47213. Venta por menor de huevos, aceites y grasas comestibles"
49213,49213. Transporte en trufi
43313,"43313. Colocación de pisos de madera, cerámica y otros revestimientos para paredes y pisos"
46413,46413. Venta por mayor de confecciones para el hogar
47513,47513. Venta por menor de  confecciones para el hogar
10613,10613. Beneficiado de quinua
47613,47613. Venta al por menor de material de oficina y artículos de librería
01123,01123. Cultivo de hortalizas de hoja y tallo
84123,84123. Actividades de regulación y gestión de la vivienda y urbanismo
47223,47223. Venta por menor de bebidas no alcohólicas en tienda
49223,49223. Transporte en autobuses escolares y para el transporte de empleados
46423,"46423. Venta por mayor de papel, cartón, materiales de embalaje y artículos de librería"
47523,"47523. Venta por menor de vidrio plano, espejos y sus productos"
47723,"47723. Venta por menor de partes, piezas y accesorios para el calzado"
47823,47823. Venta de calzados en puestos de venta y mercados
13923,"13923. Fabricación de banderas, gallardetes, estandartes y similares"
64923,64923. Servicios financieros de instituciones no dedicadas a la interminación monetaria
49233,49233. Transporte automotor de carga internacional
46433,46433. Venta por mayor de artículos de bazar y menaje de cocina
46633,46633. Venta por mayor de artículos prefabricados de cemento
10733,10733. Elaboración de productos de confitería
46443,"46443. Venta por mayor de instrumental médico, odontológico y artículos ortopédicos"
96093,96093. Servicios de limpiabotas
95293,95293. Reparación de relojes
77293,"77293. Alquiler de instrumentos musicales, equipo de música, luz y sonido"
85493,85493. Enseñanza de idiomas
46593,"46593. Venta por mayor de maquinaria, equipo de minería y construcción"
47593,47593. venta por menor de muebles y colchones
47793,"47793. Venta por menor de prendas de vestir, calzado y productos textiles usados"
94993,94993. Servicios de clubes de rotarios y logias
25993,25993. Fabricación de artículos de metal de uso doméstico
86993,"86993. Servicios de enfermeros, parteras, fisioterapeutas y otro personal especializado"
31004,31004. Fabricación de somieres y colchones
10104,"10104. Matanza, producción y procesamiento de carne de aves"
71104,"71104. Actividades de consultoría en estudios geofísicos, geológicos y sismográficos"
14104,14104. Fabricación de ropa deportiva
45204,45204. Pintura de vehículos automotores
10304,"10304. Elaboración de frutas, hortalizas y tubérculos congelados, desecados, deshidratados y fritos"
46304,46304. Venta por mayor de carne en general y productos cárnicos
10504,10504. Elaboración de yogurt
32904,"32904. Fabricación escobas, pinceles y rodillos para pintura"
90014,90014. Actividades de escritores
84114,84114. Actividades de los Gobiernos Municipales Autónomos
52214,52214. Servicio de aparcamientos o garajes
47214,"47214. Venta por menor de carnes, embutidos y otros productos cárnicos"
49214,49214. Transporte en funiculares y teleféricos
43314,43314. Pintura de interior y exteriores de edificaciones
46414,46414. Venta por mayor de prendas y accesorios de vestir
47514,47514. Venta por menor de  artículos de mercería
10614,10614. Elaboración de alimentos mediante el tostado o insuflación de granos de cereales
01124,01124. Cultivo de hortalizas de bulbo
49224,49224. Transporte de autobuses turísticos
85424,85424. Enseñanza de bellas artes
47524,47524. Venta por menor de materiales de construcción
13924,"13924. Fabricación de cortinas, cenefas, visillos, fundas para diferentes objetos"
46434,"46434. Venta por mayor de artefactos para el hogar, eléctricos, a gas y otros combustibles"
46634,46634. Venta al por mayor de materiales de construcción de acero y aluminio
46444,46444. Venta por mayor de productos veterinarios
47774,"47774. Venta por menor de objetos de arte, artesanías y artículos religiosos"
96094,96094. Servicios de cuidadores de vehículos
64194,64194. Servicios de fondos financieros privados
81294,81294. Actividades de desinfección y exterminio de plagas
85494,85494. Servicio de tutoría académica
47594,"47594. Venta por menor de cubiertos, vajilla, cristalería y utensilios de cocina"
46694,46694. Venta por mayor de materiales plásticos y caucho
10794,10794. Elaboración de sal de mesa (sal yodada)
47794,"47794. Venta por menor de aparatos eléctricos, electrónicos y de computación usados"
94994,94994. Asociación de copropietarios
86994,"86994. Servicios de bancos de sangre, esperma y de otros órganos"
10105,10105. Matanza de otro tipo de ganado y procesamiento de su carne
14105,14105. Fabricación de sombreros y gorros
55105,55105. Servicios de residenciales
22205,"22205. Fabricación de artículos de mesa, cocina y tocador de plástico"
45205,45205. Tapicería de vehículos automotores
86205,86205. Servicios de poli consultorios y otros centros de salud
46305,"46305. Venta por mayor de productos de panadería, pastelería y pastas frescas"
32905,"32905. Fabricación de velas, cirios y artículos similares"
90015,"90015. Actividades de escultores, pintores, dibujantes y grabadores"
47215,"47215. Venta por menor de productos de panadería, pastelería y pastas frescas"
85415,85415. Actividades de instructores y entrenadores deportivos
46415,46415. Venta por mayor de calzado (excepto el ortopédico)
01125,01125. Cultivo de legumbres frescas
33125,33125. Reparación y mantenimiento de maquinaria de uso para la actividad comercial
84125,84125. Actividades de regulación y gestión de programas de protección ambiental
49235,49235. Transporte automotor de mudanzas
46635,"46635. Venta por mayor de madera sin desbastar, puertas, ventanas, marcos y productos primarios"
47775,"47775. Venta por menor de gafas, lentes, monturas y otros artículos no realizados a medida"
96095,96095. Servicio de baños públicos
81295,81295. Servicio de barrido de calles
95295,95295. Servicios de copia de llaves
85495,85495. Cursos de nivelación y preparación para ingresar a la universidad
10795,10795. Elaboración de concentrados artificiales
94995,94995. Organizaciones ambientalistas y ecologistas
10106,10106. Elaboración de embutidos
14106,14106. Fabricación de accesorios de vestir
55106,55106. Servicios de alojamientos
46306,"46306. Venta por mayor de café, té, cacao y especias"
46436,"46436. Venta por mayor de aparatos de radió, televisión, CD, DVD grabadas y otro equipo de video y audio"
46636,"46636. Venta por mayor de artículos de ferretería, fontanería y calefacción"
47776,47776. Venta por menor de materiales y productos de limpieza
96096,"96096. Servicios de traslado de maletas, changadores y cargadores y afines"
85496,85496. Enseñanza para la conducción de automotores y aeronaves
47596,47596. Venta por menor de instrumentos musicales
46696,46696. Venta por mayor de desperdicios y desechos metálicos
14107,14107. Confección de prendas de vestir a medida
46307,"46307. Venta por mayor de bebidas, cigarrillos y tabaco"
47217,"47217. Venta por menor de azúcar, dulces, chocolates y otros productos de confitería"
46417,46417. Venta por mayor de artículos de talabartería
46637,"46637. Venta por mayor de pintura, barnices y productos conexos"
85497,"85497. Enseñanza comercial, contable y secretariado"
47597,"47597. Venta por menor de cajas de caudales, cajas fuertes y otros sistemas de seguridad"
14108,"14108. Confección de disfraces, trajes típicos y similares"
55108,55108. Servicios de moteles
46308,"46308. Venta por mayor de azúcar, dulces, chocolates, golosinas y otros"
90018,90018. Actividades de servicios de amplificación y discjockey
46638,"46638. Venta por mayor de vidrio, espejos y sus productos"
85498,85498. Enseñanza de oficios
10798,10798. Beneficiado de la castaña
71109,71109. Otras actividades de consultorías en ingeniería n.c.p.
23109,23109. Fabricación de otros productos de vidrio n.c.p.
55109,55109. Otros servicios de alojamiento n.c.p.
46109,46109. Venta por mayor a cambio de una retribución o por contrato de mercaderías n.c.p.
70209,70209. Otras actividades de consultoría de gestión n.c.p.
71209,71209. Otros servicios de ensayo y análisis técnico n.c.p.
22209,22209. Fabricación de otros productos de plástico n.c.p.
45209,45209. Mantenimiento y reparación de vehículos n.c.p.
19209,19209. Fabricación de otros productos a base de petróleo n.c.p.
10309,"10309. Elaboración y conservación de frutas, hortalizas, tubérculos n.c.p."
46309,46309. Venta por mayor de otros productos alimenticios n.c.p.
10509,10509. Elaboración de otros productos lácteos n.c.p.
85509,85509. Servicios de apoyo educativo n.c.p.
32909,32909. Otras industrias manufactureras n.c.p.
88909,88909. Otras actividades de asistencia social sin alojamiento n.c.p.
90019,90019. Otros servicios de espectáculos artísticos n.c.p.
47219,47219. Venta por menor de otros productos alimenticios en tiendas especializadas n.c.p.
43319,43319. Otros trabajos de terminación de edificios y obras de ingeniería civil n.c.p.
47519,47519. Venta por menor de otros productos textiles en tiendas especializadas n.c.p.
01619,01619. Otros servicios agrícolas
10719,10719. Elaboración de otros productos de panadería y pastelería n.c.p.
33129,33129. Reparación y mantenimiento de otras maquinarias n.c.p.
84129,84129. Regulación de las actividades de otros organismos que prestan servicios sociales n.c.p.
01629,01629. Otros servicios ganaderos n.c.p.
13929,"13929. Fabricación de otros artículos confeccionados de materiales textiles, excepto prendas de vestir n.c.p."
46439,46439. Venta por mayor de otros artículos para el hogar n.c.p.
11049,"11049. Elaboración de otras bebidas, aromatizadas y/o edulcoradas, no alcohólicas"
23959,"23959. Fabricación de otros artículos de hormigón, yeso, cemento o piedra artificial"
47779,47779. Venta por menor de otros productos nuevos n.c.p.
96099,96099. Otras actividades de servicios personales n.c.p.
17099,17099. Fabricación de artículos de papelería de uso educativo y otros productos de papel
81299,81299. Otros servicios de limpieza n.c.p.
52299,52299. Otras actividades de apoyo al transporte n.c.p.
93299,93299. Otras actividades de esparcimiento y recreativas n.c.p.
95299,95299. Reparación de otros efectos personales y enseres domésticos n.c.p.
85499,85499. Otros tipos de enseñanza n.c.p.
46599,"46599. Venta por mayor de otros tipos de maquinaria, equipo y materiales n.c.p."
47599,47599. Venta por menor de otros enseres domésticos para el hogar n.c.p.
10799,10799. Elaboración de productos alimenticios n.c.p.
13999,13999. Fabricación de otros productos textiles n.c.p.
94999,94999. Otros servicios proporcionados por asociaciones n.c.p.
25999,25999. Fabricación de productos metálicos n.c.p.
86999,86999. Otros servicios relacionados con la salud humana n.c.p.
